Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
55119,Caesar,Series,1992,Simulation,Sierra Online   ,Impressions Games  ,,,,,,,
55120,Caesar II,All,1995,Simulation,Sierra Online   ,Impressions Games  ,,,,,,,
55121,Caesar III,All,1998,Simulation,Sierra Studios  ,Impressions Games  ,,,,,,,
55122,Cake Bash,NS,N/A,Party,Unknown  ,High Tea Frog  ,,,,,,,
55123,Cake Bash,PS4,N/A,Party,Unknown  ,High Tea Frog  ,,,,,,,
55124,Cake Bash,XOne,N/A,Party,Unknown  ,High Tea Frog  ,,,,,,,
55125,Cake Bash,PC,N/A,Party,Unknown  ,High Tea Frog  ,,,,,,,
55126,Cake Mania,Series,2006,Puzzle,Sandlot Games  ,Sandlot Games  ,,,,,,,
55127,Call of Duty: Black Ops Cold War,XS,2020,Shooter,Activision  ,Treyarch  ,,,,,,,
55128,Call of Duty: Black Ops Cold War,PS5,2020,Shooter,Activision  ,Treyarch  ,,,,,,,
55129,Call of Duty: Black Ops Cold War,PC,2020,Shooter,Activision  ,Treyarch  ,,,,,,,
55130,Call of Duty: Black Ops II,All,2012,Shooter,Activision  ,Treyarch  ,,,,,,,
55131,Call of Duty: Modern Warfare,PS4,2019,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55132,Call of Duty: Modern Warfare,XOne,2019,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55133,Call of Duty: Modern Warfare,PC,2019,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55134,Call of Duty: Modern Warfare 3,All,2011,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55135,Call of Duty: Vanguard,XS,N/A,Shooter,Unknown  ,Sledgehammer Games  ,,,,,,,
55136,Call of Duty: Vanguard,PS5,N/A,Shooter,Unknown  ,Sledgehammer Games  ,,,,,,,
55137,Call of Duty: Vanguard,PC,N/A,Shooter,Unknown  ,Sledgehammer Games  ,,,,,,,
55138,Call of Duty: Vanguard,PS4,N/A,Shooter,Unknown  ,Sledgehammer Games  ,,,,,,,
55139,Call of Duty: Vanguard,XOne,N/A,Shooter,Unknown  ,Sledgehammer Games  ,,,,,,,
55140,Call of Duty: Warzone,XOne,2020,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55141,Call of Duty: Warzone,PS4,2020,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55142,Call of Duty: Warzone,PC,2020,Shooter,Activision  ,Infinity Ward  ,,,,,,,
55143,Call of the Sea,XOne,2020,Adventure,Raw Fury  ,Out of the Blue  ,,,,,,,
55144,Call of the Sea,PC,2020,Adventure,Raw Fury  ,Out of the Blue  ,,,,,,,
55145,Call of the Sea,XS,2020,Adventure,Raw Fury  ,Out of the Blue  ,,,,,,,
55146,Cannibal Cuisine,PC,2020,Action-Adventure,Rocket Vulture  ,Rocket Vulture  ,,,,,,,
55147,Cannibal Cuisine,NS,2020,Action-Adventure,Rocket Vulture  ,Rocket Vulture  ,,,,,,,
55148,Canyon Climber,All,1982,Platform,Tandy Corporation  ,Steve Bjork  ,,,,,,,
55149,Capcom Arcade Stadium,NS,2021,Action,Capcom  ,Capcom  ,,,,,,,
55150,Capcom Beat 'Em Up Bundle,XOne,2018,Fighting,Capcom  ,Capcom  ,,,,,,,
55151,Capcom Beat 'Em Up Bundle,PC,2018,Fighting,Capcom  ,Capcom  ,,,,,,,
55152,Captain Tsubasa: Rise of New Champions,PS4,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  ,,,,,,,
55153,Captain Tsubasa: Rise of New Champions,PC,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  ,,,,,,,
55154,Captain Tsubasa: Rise of New Champions,NS,2020,Sports,Bandai Namco Entertainment  ,Tamsoft  ,,,,,,,
55155,Carcassonne,NS,2018,Board Game,Asmodee Digital  ,Asmodee Digital  ,,,,,,,
55156,Cardfight!! Vanguard EX,NS,2019,Misc,FuRyu Corporation  ,FuRyu  ,,,,,,,
55157,Cardfight!! Vanguard EX,PS4,2019,Misc,FuRyu Corporation  ,FuRyu  ,,,,,,,
55158,Carnival,Int,1982,Shooter,Coleco  ,Coleco  ,,,,,,,
55159,Carnival,CV,1982,Shooter,Coleco  ,Gremlin Industries  ,,,,,,,
55160,Carrion,XOne,2020,Action-Adventure,Devolver Digital  ,Phobia Game Studio  ,,,,,,,
55161,Carrion,PS4,2021,Action-Adventure,Devolver Digital  ,Phobia Game Studio  ,,,,,,,
55162,Carrion,PC,2020,Action-Adventure,Devolver Digital  ,Phobia Game Studio  ,,,,,,,
55163,Carrion,NS,2020,Action,Devolver Digital  ,Phobia Game Studio  ,,,,,,,
55164,Castle Crashers Remastered,XOne,2015,Action,The Behemoth  ,The Behemoth  ,,,,,,,
55165,Castle Crashers Remastered,PS4,N/A,Action-Adventure,Unknown  ,The Behemoth  ,,,,,,,
55166,Castle Crashers Remastered,NS,N/A,Action-Adventure,Unknown  ,The Behemoth  ,,,,,,,
55167,Castle in the Darkness II,PC,N/A,Role-Playing,Unknown  ,Matt Kap  ,,,,,,,
55168,Castle of Heart,NS,2018,Platform,7Levels  ,7Levels  ,,,,,,,
55169,Castle of Illusion Starring Mickey Mouse (2013),OSX,2014,Platform,Feral Interactive  ,Feral Interactive  ,,,,,,,
55170,Castle of Illusion Starring Mickey Mouse (2013),WinP,2014,Platform,Disney Interactive Studios  ,Sega  ,,,,,,,
55171,Castle of Illusion Starring Mickey Mouse (2013),And,2014,Platform,Disney Interactive Studios  ,Sega  ,,,,,,,
55172,Castle Wolfenstein,All,1981,Action-Adventure,Muse Software  ,Muse Software  ,,,,,,,
55173,Castlevania Anniversary Collection,PS4,2019,Action-Adventure,Konami  ,Konami  ,,,,,,,
55174,Castlevania Anniversary Collection,NS,2019,Action-Adventure,Konami  ,Konami  ,,,,,,,
55175,Castlevania Anniversary Collection,XOne,2019,Action-Adventure,Konami  ,Konami  ,,,,,,,
55176,Castlevania Anniversary Collection,PC,2019,Action-Adventure,Konami Digital Entertainment  ,Konami  ,,,,,,,
55177,Castlevania: Symphony of the Night,iOS,N/A,Action-Adventure,Unknown  ,Konami  ,,,,,,,
55178,Castlevania: Symphony of the Night,And,N/A,Action-Adventure,Unknown  ,Konami  ,,,,,,,
55179,Cat Girl Without Salad: Amuse-Bouche,NS,N/A,Action,Unknown  ,WayForward  ,,,,,,,
55180,Cat Girl Without Salad: Amuse-Bouche,PC,N/A,Action,Unknown  ,WayForward  ,,,,,,,
55181,Cat Quest,PS4,2017,Role-Playing,PQube  ,The Gentlebros  ,,,,,,,
55182,Cat Quest,PC,2017,Role-Playing,PQube  ,The Gentlebros  ,,,,,,,
55183,Cat Quest,And,2017,Role-Playing,PQube  ,The Gentlebros  ,,,,,,,
55184,Catan Universe,NS,2019,Board Game,Asmodee Digital  ,Asmodee Digital  ,,,,,,,
55185,Catan Universe,PC,2017,Misc,United Soft Media  ,exozet games  ,,,,,,,
55186,Catch & Release,PS4,2018,Simulation,metricminds GmbH & Co. KG  ,metricminds GmbH & Co. KG  ,,,,,,,
55187,Catch & Release,PC,2018,Simulation,Advanced Interactive Gaming Ltd.  ,metricminds GmbH & Co. KG  ,,,,,,,
55188,Catch a Falling Star,PC,N/A,Action,Unknown  ,Alister Software  ,,,,,,,
55189,Cathedral,NS,N/A,Action-Adventure,Unknown  ,Decemberborn Interactive  ,,,,,,,
55190,Cathedral,PC,N/A,Action-Adventure,Unknown  ,Decemberborn Interactive  ,,,,,,,
55191,Catherine Classic,PC,2019,Puzzle,Sega  ,Atlus  ,,,,,,,
55192,Catherine: Full Body,PS4,2019,Puzzle,Atlus  ,Atlus  ,,,,,,,
55193,Catherine: Full Body,PSV,2019,Puzzle,Atlus  ,Atlus  ,,,,,,,
55194,Catherine: Full Body,NS,2020,Puzzle,Atlus  ,Atlus  ,,,,,,,
55195,Caveman Warriors,NS,2017,Platform,JanduSoft S.L.  ,JanduSoft  ,,,,,,,
55196,Cecile,PC,N/A,Action,Unknown  ,CyberConnect2  ,,,,,,,
55197,Cecile,PS4,N/A,Action,Unknown  ,CyberConnect2  ,,,,,,,
55198,Cecile,NS,N/A,Action,Unknown  ,CyberConnect2  ,,,,,,,
55199,Cecile,XOne,N/A,Action,Unknown  ,CyberConnect2  ,,,,,,,
55200,Celeste,NS,2018,Platform,Matt Makes Games Inc.  ,Matt Makes Games Inc.  ,9.3,,,,,,
55201,Celeste,PS4,2018,Platform,Matt Makes Games Inc.  ,Matt Thorson  ,,,,,,,
55202,Celeste,XOne,2018,Platform,Matt Makes Games Inc.  ,Matt Thorson  ,,,,,,,
55203,Celeste,PC,2018,Platform,Matt Makes Games Inc.  ,Matt Thorson  ,,,,,,,
55204,Centipede,Int,1983,Shooter,Atarisoft  ,Atari  ,,,,,,,
55205,Centipede,CV,N/A,Shooter,Unknown  ,Atari  ,,,,,,,
55206,Champions of Anteria,PC,N/A,Strategy,Unknown  ,Blue Byte  ,,,,,,,
55207,Championship Tennis,Int,1985,Sports,Dextell Ltd.  ,Mattel  ,,,,,,,
55208,Chaos on Deponia,PS4,2017,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,,,,
55209,Chaos;Child,PC,2019,Visual Novel,Spike Chunsoft  ,MAGES. Inc.  ,,,,,,,
55210,Checkers,Int,1980,Strategy,Mattel Electronics  ,APh Technological Consulting  ,,,,,,,
55211,Chernobylite,PC,N/A,Role-Playing,Unknown  ,The Farm 51  ,,,,,,,
55212,Chernobylite,XS,N/A,Role-Playing,Unknown  ,The Farm 51  ,,,,,,,
55213,Chernobylite,XOne,N/A,Role-Playing,Unknown  ,The Farm 51  ,,,,,,,
55214,Chernobylite,PS5,N/A,Role-Playing,Unknown  ,The Farm 51  ,,,,,,,
55215,Chernobylite,PS4,N/A,Role-Playing,Unknown  ,The Farm 51  ,,,,,,,
55216,Chess Ultra,NS,2017,Board Game,Ripstone  ,Ripstone  ,,,,,,,
55217,Chessmaster,Series,1986,Board Game,Software Country  ,Ubisoft  ,,,,,,,
55218,Chicken Invaders,PC,N/A,Shooter,Unknown  ,InterAction Studios  ,,,,,,,
55219,Chicken Invaders: Cluck of the Dark Side,PC,N/A,Shooter,Unknown  ,InterAction Studios  ,,,,,,,
55220,Chicken Invaders: Revenge of the Yolk,PC,N/A,Shooter,Unknown  ,InterAction Studios  ,,,,,,,
55221,Chicken Invaders: The Next Wave,PC,2002,Shooter,InterAction studios  ,InterAction Studios  ,,,,,,,
55222,Chicken Invaders: Ultimate Omelette,PC,N/A,Shooter,Unknown  ,InterAction Studios  ,,,,,,,
55223,Chicory: A Colorful Tale,PS5,N/A,Adventure,Unknown  ,Greg Lobanov  ,,,,,,,
55224,Chicory: A Colorful Tale,PS4,N/A,Adventure,Unknown  ,Greg Lobanov  ,,,,,,,
55225,Chicory: A Colorful Tale,PC,N/A,Adventure,Unknown  ,Greg Lobanov  ,,,,,,,
55226,Child of Eden,All,2011,Music,Ubisoft  ,Q Entertainment  ,,,,,,,
55227,Child of Light,NS,2018,Role-Playing,Ubisoft  ,Ubisoft Montreal  ,,,,,,,
55228,Children of Morta,XOne,2019,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,,,,,
55229,Children of Morta,PS4,2019,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,,,,,
55230,Children of Morta,PC,2019,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,,,,,
55231,Children of Morta,NS,2019,Role-Playing,11 bit studios  ,Dead Mage Studio  ,,,,,,,
55232,Chimparty,PS4,2018,Party,Sony Interactive Entertainment  ,NapNok Games  ,,,,,,,
55233,Chip Shot: Super Pro Golf,Int,1987,Sports,INTV Corporation  ,Realtime Associates  ,,,,,,,
55234,Chivalry 2,PC,2020,Action,Tripwire Interactive  ,Torn Banner Studios  ,,,,,,,
55235,Chivalry 2,PS5,2020,Action,Tripwire Interactive  ,Torn Banner Studios  ,,,,,,,
55236,Chivalry 2,XS,2020,Action,Tripwire Interactive  ,Torn Banner Studios  ,,,,,,,
55237,Chivalry 2,XOne,2020,Action,Tripwire Interactive  ,Torn Banner Studios  ,,,,,,,
55238,Chivalry 2,PS4,2020,Action,Tripwire Interactive  ,Torn Banner Studios  ,,,,,,,
55239,Chocobo GP,NS,N/A,Racing,Unknown  ,Square Enix  ,,,,,,,
55240,Chocobo's Mystery Dungeon: Every Buddy!,PS4,2019,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
55241,Chocobo's Mystery Dungeon: Every Buddy!,NS,2019,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
55242,Choplifter,All,1982,Shooter,Broderbund  ,Dan Gorlin  ,,,,,,,
55243,Chorus: Rise as One,XS,N/A,Adventure,Unknown  ,Fishlabs Entertainment  ,,,,,,,
55244,Chorus: Rise as One,XOne,N/A,Adventure,Unknown  ,Fishlabs Entertainment  ,,,,,,,
55245,Chorus: Rise as One,PS4,N/A,Adventure,Unknown  ,Fishlabs Entertainment  ,,,,,,,
55246,Chorus: Rise as One,PS5,N/A,Adventure,Unknown  ,Fishlabs Entertainment  ,,,,,,,
55247,Chorus: Rise as One,PC,N/A,Adventure,Unknown  ,Fishlabs Entertainment  ,,,,,,,
55248,Chroma Squad,PS4,N/A,Role-Playing,Unknown  ,Behold Studios  ,,,,,,,
55249,Chroma Squad,XOne,N/A,Role-Playing,Unknown  ,Behold Studios  ,,,,,,,
55250,ChromaGun,NS,2018,Shooter,Pixel Maniacs  ,Pixel Maniacs  ,,,,,,,
55251,Chrono Cross: The Radical Dreamers Edition,NS,1922,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
55252,Chronos: Before the Ashes,XOne,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,,,,,
55253,Chronos: Before the Ashes,PS4,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,,,,,
55254,Chronos: Before the Ashes,PC,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,,,,,
55255,Chronos: Before the Ashes,NS,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,,,,,
55256,Chuusotsu! 1st Graduation: Time After Time,PC,N/A,Visual Novel,Unknown  ,Studio Beast  ,,,,,,,
55257,Ciconia When They Cry,PC,2019,Visual Novel,MangaGamer  ,07th Expansion  ,,,,,,,
55258,Cinders,XOne,2020,Visual Novel,Crunching Koalas  ,MoaCube  ,,,,,,,
55259,Cinders,PS4,2020,Visual Novel,Crunching Koalas  ,MoaCube  ,,,,,,,
55260,Circuit Superstars,PC,N/A,Racing,Unknown  ,Square Enix  ,,,,,,,
55261,Circuit Superstars,NS,N/A,Racing,Unknown  ,Square Enix  ,,,,,,,
55262,Circuit Superstars,XOne,N/A,Racing,Unknown  ,Square Enix  ,,,,,,,
55263,Circuit Superstars,PS4,N/A,Racing,Unknown  ,Square Enix  ,,,,,,,
55264,Cirsed Castilla EX,PS4,N/A,Action-Adventure,Unknown  ,Abylight  ,,,,,,,
55265,Cities: Skylines,NS,2018,Simulation,Paradox Interactive   ,Colossal Order  ,,,,,,,
55266,Citizens of Space,PS4,N/A,Role-Playing,Unknown  ,Eden Industries  ,,,,,,,
55267,Citizens of Space,PC,N/A,Role-Playing,Unknown  ,Eden Industries  ,,,,,,,
55268,Citizens of Space,XOne,N/A,Role-Playing,Unknown  ,Eden Industries  ,,,,,,,
55269,Citizens of Space,NS,N/A,Role-Playing,Unknown  ,Eden Industries  ,,,,,,,
55270,City Climber,PC,2017,Platform,Ondrej Angelovic  ,Ondrej Angelovic  ,,,,,,,
55271,Civil War: 1864,PC,2017,Strategy,HexWar Games  ,HexWar Games  ,,,,,,,
55272,Clannad,NS,2019,Visual Novel,Prototype  ,Prototype  ,,,,,,,
55273,CLASH,PC,2016,Action,New Reality Games  ,Ultima Games  ,,,,,,,
